part_number;name;description;price;stock_quantity;manufacturer;weight;dimensions;category_id;image
NS422031;"Диск тормозной задний (окрашенный)";"Диск тормозной задний (окрашенный)";1830.00;2;ABSEL;;;19;
MS423041;"Диск тормозной передний перфорированный";"Диск тормозной передний перфорированный";6955.00;2;ABSEL;;;19;
MS425034;"Диск тормозной задний перфорированный с насечками";"Диск тормозной задний перфорированный с насечками";5426.00;2;ABSEL;;;19;
OP422003;"Диск тормозной задний (окрашенный)";"Диск тормозной задний (окрашенный)";1807.00;2;ABSEL;;;19;
WG422039;"Диск тормозной передний (окрашенный)";"Диск тормозной передний (окрашенный)";2538.00;2;ABSEL;;;19;
ES152089;"Датчик кислорода";"Датчик кислорода";5768.00;2;ABSEL;;;38;
BW422055;"Диск тормозной задний (окрашенный)";"Диск тормозной задний (окрашенный)";2608.00;2;ABSEL;;;19;
AU422036;"Диск тормозной задний (окрашенный)";"Диск тормозной задний (окрашенный)";1410.00;2;ABSEL;;;19;
BW422073L;"Диск тормозной передний левый (окрашенный)";"Диск тормозной передний левый (окрашенный)";7515.00;1;ABSEL;;;19;
SY422002;"Диск тормозной задний (окрашенный)";"Диск тормозной задний (окрашенный)";2228.00;2;ABSEL;;;19;
MS422050;"Диск тормозной передний (окрашенный)";"Диск тормозной передний (окрашенный)";3681.00;2;ABSEL;;;19;
GM422020;"Диск тормозной задний (окрашенный)";"Диск тормозной задний (окрашенный)";1277.00;2;ABSEL;;;19;
MS423032;"Диск тормозной передний перфорированный";"Диск тормозной передний перфорированный";5603.00;2;ABSEL;;;19;
LR422022;"Диск тормозной задний (окрашенный)";"Диск тормозной задний (окрашенный)";4725.00;2;ABSEL;;;19;
SU422012;"Диск тормозной передний (окрашенный)";"Диск тормозной передний (окрашенный)";2983.00;2;ABSEL;;;19;
MS423031;"Диск тормозной передний перфорированный";"Диск тормозной передний перфорированный";4649.00;2;ABSEL;;;19;
MS422083;"Диск тормозной передний (окрашенный)";"Диск тормозной передний (окрашенный)";3244.00;2;ABSEL;;;19;
HY422035;"Диск тормозной задний (окрашенный)";"Диск тормозной задний (окрашенный)";1929.00;2;ABSEL;;;19;
BW422034;"Диск тормозной задний (окрашенный)";"Диск тормозной задний (окрашенный)";3275.00;2;ABSEL;;;19;
FR422046;"Диск тормозной передний (окрашенный)";"Диск тормозной передний (окрашенный)";3778.00;2;ABSEL;;;19;
MS425037;"Диск тормозной передний перфорированный с насечками";"Диск тормозной передний перфорированный с насечками";5877.00;2;ABSEL;;;19;
MS422059;"Диск тормозной передний (окрашенный)";"Диск тормозной передний (окрашенный)";5673.00;2;ABSEL;;;19;
RN422036;"Диск тормозной передний (окрашенный)";"Диск тормозной передний (окрашенный)";3244.00;2;ABSEL;;;19;
TY422058;"Диск тормозной задний (окрашенный)";"Диск тормозной задний (окрашенный)";3014.00;2;ABSEL;;;19;
GM422012;"Диск тормозной передний (окрашенный)";"Диск тормозной передний (окрашенный)";3083.00;2;ABSEL;;;19;
BW422030;"Диск тормозной передний (окрашенный)";"Диск тормозной передний (окрашенный)";3863.00;2;ABSEL;;;19;
GM422017;"Диск тормозной передний (окрашенный)";"Диск тормозной передний (окрашенный)";2368.00;2;ABSEL;;;19;
ES152095;"Датчик кислорода";"Датчик кислорода";2694.00;2;ABSEL;;;38;
BW422053;"Диск тормозной задний (окрашенный)";"Диск тормозной задний (окрашенный)";4303.00;2;ABSEL;;;19;
KI422020;"Диск тормозной передний (окрашенный)";"Диск тормозной передний (окрашенный)";2333.00;2;ABSEL;;;19;
HN422025;"Диск тормозной задний (окрашенный)";"Диск тормозной задний (окрашенный)";2023.00;2;ABSEL;;;19;
BW422037;"Диск тормозной задний (окрашенный)";"Диск тормозной задний (окрашенный)";3560.00;2;ABSEL;;;19;
CT422024;"Диск тормозной задний (окрашенный)";"Диск тормозной задний (окрашенный)";2120.00;2;ABSEL;;;19;
BW422074R;"Диск тормозной передний правый (окрашенный)";"Диск тормозной передний правый (окрашенный)";6979.00;2;ABSEL;;;19;
KI422026;"Диск тормозной передний (окрашенный)";"Диск тормозной передний (окрашенный)";2377.00;2;ABSEL;;;19;
ES152100;"Датчик кислорода";"Датчик кислорода";6152.00;2;ABSEL;;;38;
LR422021;"Диск тормозной передний (окрашенный)";"Диск тормозной передний (окрашенный)";5380.00;2;ABSEL;;;19;
SU422007;"Диск тормозной передний (окрашенный)";"Диск тормозной передний (окрашенный)";3582.00;2;ABSEL;;;19;
RN422040;"Диск тормозной передний (окрашенный)";"Диск тормозной передний (окрашенный)";3970.00;2;ABSEL;;;19;
MS423039;"Диск тормозной задний перфорированный";"Диск тормозной задний перфорированный";4741.00;2;ABSEL;;;19;
TY422064;"Диск тормозной задний (окрашенный)";"Диск тормозной задний (окрашенный)";1750.00;2;ABSEL;;;19;
TY422061;"Диск тормозной передний (окрашенный)";"Диск тормозной передний (окрашенный)";4672.00;2;ABSEL;;;19;
BW422048;"Диск тормозной задний (окрашенный)";"Диск тормозной задний (окрашенный)";4029.00;2;ABSEL;;;19;
